,Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
59469,2008,8,7,4,1730.0,1710,1850.0,1833,OH,5428,N510CA,80.0,83.0,63.0,17.0,20.0,GSO,CVG,330,4.0,13.0,0,N,0,0.0,17.0,0.0,0.0,0.0
72249,2008,8,4,1,1029.0,1010,1304.0,1305,OO,3794,N609SK,95.0,115.0,78.0,-1.0,19.0,LGB,SLC,589,6.0,11.0,0,N,0,,,,,
62939,2008,10,20,1,1417.0,1410,1542.0,1545,WN,1117,N720WN,85.0,95.0,65.0,-3.0,7.0,LAS,SMF,397,4.0,16.0,0,N,0,,,,,
123798,2008,4,10,4,937.0,900,1248.0,1149,YV,7167,N75993,131.0,109.0,92.0,59.0,37.0,ORD,GSO,590,3.0,36.0,0,N,0,59.0,0.0,0.0,0.0,0.0
61893,2008,4,12,6,1511.0,1505,1647.0,1645,WN,2463,N462WN,96.0,100.0,83.0,2.0,6.0,MDW,BHM,570,3.0,10.0,0,N,0,,,,,
86466,2008,1,2,3,922.0,845,1139.0,1110,WN,426,N603SW,77.0,85.0,66.0,29.0,37.0,STL,DTW,440,5.0,6.0,0,N,0,25.0,0.0,0.0,0.0,4.0
568,2008,8,30,6,1737.0,1725,2001.0,2015,AA,763,N501AA,204.0,230.0,186.0,-14.0,12.0,LGA,DFW,1389,8.0,10.0,0,N,0,,,,,
93614,2008,4,9,3,715.0,705,1022.0,1019,EV,4505,N741EV,127.0,134.0,106.0,3.0,10.0,SAT,ATL,874,10.0,11.0,0,N,0,,,,,
28332,2008,8,14,4,1437.0,1350,2018.0,1930,AA,1140,N578AA,221.0,220.0,197.0,48.0,47.0,SJC,DFW,1438,11.0,13.0,0,N,0,47.0,0.0,1.0,0.0,0.0
115905,2008,9,15,1,1005.0,725,1228.0,1007,CO,1746,N71411,143.0,162.0,115.0,141.0,160.0,IAH,ORD,925,15.0,13.0,0,N,0,8.0,0.0,0.0,0.0,133.0
113056,2008,7,9,3,1241.0,1100,2008.0,1900,WN,2879,N284WN,267.0,300.0,250.0,68.0,101.0,PHX,MHT,2279,3.0,14.0,0,N,0,0.0,0.0,67.0,0.0,1.0
169348,2008,7,29,2,1905.0,1828,1954.0,1940,UA,1221,N379UA,169.0,192.0,157.0,14.0,37.0,CMH,DEN,1155,3.0,9.0,0,N,0,,,,,
149707,2008,3,1,6,1144.0,1135,1640.0,1635,WN,22,N428WN,176.0,180.0,149.0,5.0,9.0,LAS,HOU,1235,5.0,22.0,0,N,0,,,,,
170798,2008,12,5,5,1728.0,1720,1834.0,1835,CO,1659,N10323,66.0,75.0,46.0,-1.0,8.0,IAH,DFW,224,4.0,16.0,0,N,0,,,,,
69743,2008,7,31,4,608.0,602,1208.0,1159,UA,472,N801UA,240.0,237.0,211.0,9.0,6.0,SMF,ORD,1781,13.0,16.0,0,N,0,,,,,
88087,2008,5,17,6,1752.0,1720,1844.0,1811,HA,360,N486HA,52.0,51.0,36.0,33.0,32.0,HNL,ITO,216,6.0,10.0,0,N,0,1.0,0.0,0.0,0.0,32.0
172370,2008,12,12,5,1400.0,1304,1513.0,1409,9E,2197,80199E,73.0,65.0,51.0,64.0,56.0,MSP,FAR,223,5.0,17.0,0,N,0,56.0,0.0,8.0,0.0,0.0
180969,2008,3,27,4,946.0,939,1045.0,1045,EV,4307,N878AS,59.0,66.0,34.0,0.0,7.0,ATL,TRI,227,3.0,22.0,0,N,0,,,,,
187926,2008,8,15,5,954.0,933,1114.0,1055,EV,4930,N924EV,80.0,82.0,53.0,19.0,21.0,ATL,CRW,363,2.0,25.0,0,N,0,19.0,0.0,0.0,0.0,0.0
38083,2008,10,13,1,741.0,730,1431.0,1355,US,262,N805AW,350.0,325.0,295.0,36.0,11.0,ANC,PHX,2551,6.0,49.0,0,N,0,11.0,0.0,25.0,0.0,0.0
8659,2008,4,20,7,1350.0,1330,1511.0,1500,WN,1515,N445WN,81.0,90.0,70.0,11.0,20.0,PHX,BUR,369,3.0,8.0,0,N,0,,,,,
46931,2008,3,4,2,1231.0,1105,1532.0,1357,UA,768,N332UA,121.0,112.0,87.0,95.0,86.0,DEN,DFW,641,4.0,30.0,0,N,0,78.0,0.0,9.0,0.0,8.0
53608,2008,7,23,3,824.0,745,918.0,848,DL,1758,N949DL,114.0,123.0,98.0,30.0,39.0,ATL,MCI,692,5.0,11.0,0,N,0,30.0,0.0,0.0,0.0,0.0
131735,2008,2,20,3,2121.0,2020,2338.0,2250,WN,1352,N318SW,137.0,150.0,121.0,48.0,61.0,HOU,MDW,937,5.0,11.0,0,N,0,5.0,0.0,0.0,0.0,43.0
163416,2008,11,25,2,653.0,645,1211.0,1200,CO,1598,N87507,198.0,195.0,162.0,11.0,8.0,SNA,IAH,1347,4.0,32.0,0,N,0,,,,,
65472,2008,10,30,4,739.0,730,831.0,824,OO,5406,N220SW,52.0,54.0,33.0,7.0,9.0,LAX,SAN,109,2.0,17.0,0,N,0,,,,,
133224,2008,1,17,4,1127.0,1115,1252.0,1255,DL,831,N669DN,85.0,100.0,62.0,-3.0,12.0,SLC,PHX,507,4.0,19.0,0,N,0,,,,,
23633,2008,10,29,3,830.0,820,1044.0,1055,AA,299,N7ACAA,314.0,335.0,290.0,-11.0,10.0,MIA,LAX,2342,6.0,18.0,0,N,0,,,,,
105172,2008,5,21,3,1837.0,1645,2149.0,2015,AA,1856,N5BWAA,132.0,150.0,118.0,94.0,112.0,DFW,MCO,984,4.0,10.0,0,N,0,8.0,0.0,0.0,0.0,86.0
21723,2008,3,15,6,859.0,710,1016.0,815,MQ,4010,N667GB,77.0,65.0,50.0,121.0,109.0,ORD,EVV,273,2.0,25.0,0,N,0,0.0,104.0,12.0,0.0,5.0
102721,2008,7,10,4,1255.0,1245,1348.0,1340,WN,2076,N440LV,53.0,55.0,39.0,8.0,10.0,AUS,DAL,189,6.0,8.0,0,N,0,,,,,
32212,2008,3,1,6,1343.0,1200,1456.0,1311,NW,749,N778NC,73.0,71.0,47.0,105.0,103.0,BUF,DTW,240,11.0,15.0,0,N,0,2.0,0.0,2.0,0.0,101.0
177357,2008,5,13,2,1402.0,1350,1512.0,1505,WN,1251,N507SW,70.0,75.0,58.0,7.0,12.0,HOU,LIT,393,4.0,8.0,0,N,0,,,,,
24874,2008,8,4,1,1514.0,1430,1631.0,1555,WN,1711,N358SW,77.0,85.0,66.0,36.0,44.0,MHT,BWI,377,4.0,7.0,0,N,0,2.0,0.0,0.0,0.0,34.0
179874,2008,7,15,2,1521.0,1430,1706.0,1609,UA,367,N311UA,165.0,159.0,143.0,57.0,51.0,DEN,PDX,992,2.0,20.0,0,N,0,51.0,0.0,6.0,0.0,0.0
42332,2008,12,1,1,1135.0,955,1453.0,1220,MQ,4261,N634MQ,138.0,85.0,67.0,153.0,100.0,ORD,PIT,412,7.0,64.0,0,N,0,0.0,0.0,84.0,0.0,69.0
134478,2008,9,14,7,1639.0,1600,1945.0,1920,AA,358,N425AA,126.0,140.0,101.0,25.0,39.0,ORD,LGA,733,4.0,21.0,0,N,0,0.0,0.0,8.0,0.0,17.0
105515,2008,2,23,6,1240.0,1225,1506.0,1452,OH,5007,N371CA,146.0,147.0,126.0,14.0,15.0,CVG,PBI,892,9.0,11.0,0,N,0,,,,,
162554,2008,12,28,7,1634.0,1540,1725.0,1635,XE,2442,N13997,51.0,55.0,34.0,50.0,54.0,IAH,LFT,201,6.0,11.0,0,N,0,0.0,7.0,0.0,0.0,43.0
743,2008,6,12,4,1903.0,1740,2039.0,1934,EV,4727,N857AS,96.0,114.0,79.0,65.0,83.0,MCO,RDU,534,6.0,11.0,0,N,0,0.0,65.0,0.0,0.0,0.0
124249,2008,10,21,2,2155.0,2140,2301.0,2233,F9,179,N928FR,126.0,113.0,92.0,28.0,15.0,DEN,TUS,639,7.0,27.0,0,N,0,15.0,0.0,13.0,0.0,0.0
132725,2008,9,26,5,1558.0,1330,1757.0,1529,9E,5854,85889E,119.0,119.0,69.0,148.0,148.0,PHL,DTW,453,10.0,40.0,0,N,0,0.0,0.0,0.0,0.0,148.0
112573,2008,2,28,4,1819.0,1810,,2210,B6,120,N190JB,,225.0,,,9.0,MSY,JFK,1182,,13.0,0,N,1,,,,,
29015,2008,11,6,4,1701.0,1645,1849.0,1800,AA,1339,N570AA,168.0,135.0,100.0,49.0,16.0,DCA,ORD,612,13.0,55.0,0,N,0,5.0,0.0,33.0,0.0,11.0
144214,2008,5,11,7,1449.0,1340,1652.0,1600,AA,1447,N586AA,123.0,140.0,105.0,52.0,69.0,ORD,MSY,837,8.0,10.0,0,N,0,0.0,0.0,0.0,0.0,52.0
3914,2008,12,18,4,1454.0,1351,2218.0,2130,US,1002,N183UW,264.0,279.0,246.0,48.0,63.0,SFO,CLT,2296,6.0,12.0,0,N,0,2.0,0.0,0.0,0.0,46.0
120162,2008,6,26,4,1934.0,1925,2031.0,2035,MQ,3163,N821AE,57.0,70.0,45.0,-4.0,9.0,LAX,MRY,267,2.0,10.0,0,N,0,,,,,
1756,2008,6,12,4,1921.0,1859,2046.0,2019,OO,5916,N926SW,145.0,140.0,132.0,27.0,22.0,MLI,DEN,751,8.0,5.0,0,N,0,0.0,0.0,5.0,0.0,22.0
160900,2008,1,7,1,1910.0,1840,2024.0,1956,OO,6097,N978SW,74.0,76.0,57.0,28.0,30.0,BUR,SFO,326,3.0,14.0,0,N,0,0.0,0.0,0.0,0.0,28.0
159747,2008,2,9,6,843.0,835,953.0,952,XE,431,N13553,70.0,77.0,59.0,1.0,8.0,SAN,MRY,376,4.0,7.0,0,N,0,,,,,
151374,2008,5,10,6,1310.0,1255,1400.0,1340,WN,2084,N314SW,110.0,105.0,93.0,20.0,15.0,ELP,LAS,584,4.0,13.0,0,N,0,0.0,0.0,5.0,0.0,15.0
183303,2008,4,13,7,744.0,730,1034.0,1025,XE,114,N16561,110.0,115.0,99.0,9.0,14.0,ONT,BOI,660,2.0,9.0,0,N,0,,,,,
68806,2008,12,15,1,1313.0,1215,1400.0,1319,EV,5500,N659CA,107.0,124.0,92.0,41.0,58.0,ATL,MKE,669,5.0,10.0,0,N,0,0.0,0.0,0.0,0.0,41.0
49520,2008,6,3,2,2028.0,2020,2126.0,2101,XE,622,N13550,58.0,41.0,43.0,25.0,8.0,TUL,MCI,223,7.0,8.0,0,N,0,8.0,0.0,17.0,0.0,0.0
120032,2008,8,5,2,2055.0,1945,2112.0,2010,MQ,4384,N630AE,77.0,85.0,59.0,62.0,70.0,SDF,ORD,286,5.0,13.0,0,N,0,0.0,0.0,0.0,0.0,62.0
186801,2008,6,29,7,2123.0,1944,2139.0,2010,OO,6535,N743SK,76.0,86.0,62.0,89.0,99.0,LNK,DEN,423,7.0,7.0,0,N,0,0.0,0.0,0.0,0.0,89.0
164910,2008,12,8,1,1923.0,1855,2215.0,2105,MQ,4090,N941MQ,172.0,130.0,117.0,70.0,28.0,ORD,OKC,693,8.0,47.0,0,N,0,28.0,0.0,42.0,0.0,0.0
143703,2008,6,13,5,1800.0,1655,2200.0,2025,AA,2464,N558AA,180.0,150.0,120.0,95.0,65.0,ORD,JFK,740,24.0,36.0,0,N,0,0.0,0.0,74.0,0.0,21.0
34352,2008,8,8,5,1334.0,1255,1512.0,1430,AA,1441,N4XEAA,218.0,215.0,193.0,42.0,39.0,DFW,SFO,1464,7.0,18.0,0,N,0,0.0,0.0,38.0,0.0,4.0
172892,2008,2,12,2,1917.0,1655,2020.0,1757,XE,3043,N14945,63.0,62.0,37.0,143.0,142.0,SHV,IAH,192,6.0,20.0,0,N,0,0.0,0.0,1.0,0.0,142.0
41698,2008,9,28,7,1805.0,1606,2024.0,1816,FL,299,N953AT,139.0,130.0,95.0,128.0,119.0,ATL,PHL,665,3.0,41.0,0,N,0,0.0,0.0,128.0,0.0,0.0
145664,2008,5,9,5,1847.0,1515,2118.0,1755,WN,3499,N383SW,151.0,160.0,133.0,203.0,212.0,PBI,PHL,951,9.0,9.0,0,N,0,0.0,0.0,203.0,0.0,0.0
165823,2008,11,26,3,957.0,945,1218.0,1133,US,486,N302AW,141.0,108.0,80.0,45.0,12.0,PHX,DEN,602,6.0,55.0,0,N,0,12.0,0.0,33.0,0.0,0.0
148054,2008,6,9,1,2009.0,1832,2120.0,1930,YV,7264,N501MJ,71.0,58.0,31.0,110.0,97.0,MLI,ORD,139,16.0,24.0,0,N,0,110.0,0.0,0.0,0.0,0.0
3219,2008,1,19,6,840.0,826,1014.0,1009,F9,653,N801FR,154.0,163.0,131.0,5.0,14.0,DEN,SFO,967,5.0,18.0,0,N,0,,,,,
142630,2008,5,19,1,1355.0,1326,1638.0,1600,UA,779,N411UA,283.0,274.0,268.0,38.0,29.0,BOS,DEN,1754,8.0,7.0,0,N,0,0.0,0.0,9.0,0.0,29.0
200226,2008,3,18,2,855.0,845,1119.0,1049,XE,2625,N13903,204.0,184.0,132.0,30.0,10.0,EWR,BHM,850,5.0,67.0,0,N,0,10.0,0.0,20.0,0.0,0.0
27191,2008,4,4,5,2142.0,2040,2250.0,2155,WN,119,N683SW,68.0,75.0,57.0,55.0,62.0,LAX,PHX,370,4.0,7.0,0,N,0,0.0,0.0,9.0,0.0,46.0
118180,2008,3,17,1,721.0,705,1032.0,931,9E,2807,85339E,251.0,206.0,200.0,61.0,16.0,ORF,MSP,1045,12.0,39.0,0,N,0,16.0,0.0,45.0,0.0,0.0
38592,2008,2,5,2,1321.0,1315,1619.0,1613,B6,69,N665JB,178.0,178.0,150.0,6.0,6.0,JFK,FLL,1069,10.0,18.0,0,N,0,,,,,
199,2008,11,23,7,2252.0,2230,546.0,532,FL,58,N289AT,234.0,242.0,215.0,14.0,22.0,LAX,ATL,1946,7.0,12.0,0,N,0,,,,,
116006,2008,12,16,2,1212.0,1205,1313.0,1310,WN,2051,N248WN,121.0,125.0,107.0,3.0,7.0,PHX,SMF,647,4.0,10.0,0,N,0,,,,,
177854,2008,2,2,6,1711.0,1631,1908.0,1846,AS,440,N623AS,117.0,135.0,103.0,22.0,40.0,PDX,ONT,838,3.0,11.0,0,N,0,22.0,0.0,0.0,0.0,0.0
32566,2008,3,3,1,2226.0,2135,45.0,5,AA,936,N634AA,139.0,150.0,125.0,40.0,51.0,MIA,BWI,946,5.0,9.0,0,N,0,0.0,0.0,0.0,0.0,40.0
132953,2008,2,1,5,1035.0,704,1217.0,830,UA,421,N314UA,162.0,146.0,109.0,227.0,211.0,ALB,ORD,723,12.0,41.0,0,N,0,211.0,0.0,16.0,0.0,0.0
161977,2008,7,24,4,1939.0,1817,2223.0,2054,FL,794,N934AT,104.0,97.0,65.0,89.0,82.0,STL,ATL,483,31.0,8.0,0,N,0,0.0,0.0,7.0,0.0,82.0
40390,2008,11,30,7,638.0,630,1234.0,1210,NW,200,N342NB,236.0,220.0,218.0,24.0,8.0,SJC,MSP,1576,6.0,12.0,0,N,0,8.0,0.0,16.0,0.0,0.0
121588,2008,8,24,7,2051.0,2006,2213.0,2124,UA,1241,N346UA,142.0,138.0,122.0,49.0,45.0,DEN,SAN,853,2.0,18.0,0,N,0,0.0,0.0,4.0,0.0,45.0
181338,2008,5,19,1,1708.0,1655,2014.0,2015,MQ,4695,N732DH,126.0,140.0,108.0,-1.0,13.0,MCI,RDU,904,3.0,15.0,0,N,0,,,,,
163950,2008,8,4,1,827.0,820,1008.0,1008,EV,4357,N633AS,101.0,108.0,77.0,0.0,7.0,MYR,ATL,317,13.0,11.0,0,N,0,,,,,
111418,2008,12,21,7,1713.0,1522,1814.0,1628,YV,7175,N514MJ,61.0,66.0,44.0,106.0,111.0,IAD,RDU,224,2.0,15.0,0,N,0,106.0,0.0,0.0,0.0,0.0
95972,2008,4,24,4,2125.0,2032,2256.0,2139,US,608,N634AW,91.0,67.0,45.0,77.0,53.0,PHX,LAS,256,6.0,40.0,0,N,0,0.0,0.0,24.0,0.0,53.0
119756,2008,4,30,3,723.0,640,950.0,840,9E,5933,85169E,207.0,180.0,139.0,70.0,43.0,PHL,MEM,874,17.0,51.0,0,N,0,0.0,0.0,70.0,0.0,0.0
50446,2008,9,2,2,1302.0,1215,1445.0,1400,DL,730,N956DL,103.0,105.0,83.0,45.0,47.0,ATL,BWI,576,5.0,15.0,0,N,0,45.0,0.0,0.0,0.0,0.0
41234,2008,2,29,5,727.0,715,941.0,942,EV,4627,N844AS,134.0,147.0,107.0,-1.0,12.0,AVP,ATL,714,7.0,20.0,0,N,0,,,,,
192785,2008,11,10,1,702.0,650,1218.0,1206,NW,804,N595NW,196.0,196.0,177.0,12.0,12.0,SEA,MSP,1399,2.0,17.0,0,N,0,,,,,
148427,2008,4,4,5,2238.0,2232,2243.0,2240,NW,1761,N8921E,65.0,68.0,46.0,3.0,6.0,DTW,ORD,235,6.0,13.0,0,N,0,,,,,
102219,2008,11,22,6,1149.0,1135,1356.0,1350,OH,6819,N693CA,67.0,75.0,53.0,6.0,14.0,MOB,ATL,302,10.0,4.0,0,N,0,,,,,
97719,2008,1,7,1,2245.0,2229,2337.0,2316,NW,1634,N368NB,52.0,47.0,29.0,21.0,16.0,MSP,DLH,144,7.0,16.0,0,N,0,16.0,0.0,5.0,0.0,0.0
200349,2008,2,1,5,1757.0,1452,1932.0,1642,OO,5922,N756SK,95.0,110.0,77.0,170.0,185.0,ORD,BHM,584,4.0,14.0,0,N,0,0.0,0.0,0.0,0.0,170.0
18685,2008,7,20,7,1746.0,1735,1927.0,1915,OO,3648,N804SK,161.0,160.0,126.0,12.0,11.0,ATL,MSP,906,8.0,27.0,0,N,0,,,,,
35569,2008,12,27,6,1831.0,1810,2123.0,2113,B6,321,N562JB,352.0,363.0,326.0,10.0,21.0,IAD,OAK,2408,5.0,21.0,0,N,0,,,,,
142682,2008,3,21,5,1722.0,1600,1859.0,1750,B6,1106,N203JB,97.0,110.0,76.0,69.0,82.0,RDU,JFK,426,3.0,18.0,0,N,0,0.0,0.0,69.0,0.0,0.0
175305,2008,2,13,3,654.0,630,953.0,925,AA,1970,N5CDAA,179.0,175.0,152.0,28.0,24.0,MIA,EWR,1086,9.0,18.0,0,N,0,0.0,0.0,4.0,0.0,24.0
60645,2008,6,2,1,2001.0,1925,2157.0,2122,EV,4253,N379CA,116.0,117.0,91.0,35.0,36.0,ATL,DTW,594,8.0,17.0,0,N,0,35.0,0.0,0.0,0.0,0.0
11054,2008,1,25,5,1807.0,1800,2138.0,2140,US,25,N908AW,391.0,400.0,373.0,-2.0,7.0,PHX,OGG,2845,7.0,11.0,0,N,0,,,,,
42110,2008,6,18,3,1440.0,1426,1704.0,1701,OO,6347,N767SK,84.0,95.0,70.0,3.0,14.0,DEN,MCI,533,4.0,10.0,0,N,0,,,,,
27626,2008,11,4,2,1643.0,1610,1802.0,1759,B6,1075,N289JB,79.0,109.0,61.0,3.0,33.0,JFK,RIC,288,4.0,14.0,0,N,0,,,,,
79847,2008,11,30,7,1104.0,1042,1722.0,1526,OO,6285,N701SK,258.0,164.0,146.0,116.0,22.0,DEN,DTW,1123,8.0,104.0,0,N,0,22.0,0.0,94.0,0.0,0.0
70350,2008,9,14,7,1541.0,1530,1654.0,1650,UA,926,N338UA,73.0,80.0,50.0,4.0,11.0,LAX,SFO,337,6.0,17.0,0,N,0,,,,,
16562,2008,1,22,2,1135.0,1100,1508.0,1440,WN,1047,N495WN,333.0,340.0,308.0,28.0,35.0,PHL,PHX,2075,4.0,21.0,0,N,0,0.0,0.0,0.0,0.0,28.0
147202,2008,3,21,5,1816.0,1810,1913.0,1910,WN,3764,N465WN,57.0,60.0,46.0,3.0,6.0,SJC,BUR,296,2.0,9.0,0,N,0,,,,,
28265,2008,3,27,4,644.0,635,912.0,910,WN,3672,N238WN,148.0,155.0,137.0,2.0,9.0,MCO,BUF,1011,2.0,9.0,0,N,0,,,,,
152306,2008,6,27,5,1453.0,1440,1715.0,1721,UA,219,N806UA,322.0,341.0,303.0,-6.0,13.0,IAD,SFO,2419,7.0,12.0,0,N,0,,,,,
23086,2008,8,12,2,718.0,604,1316.0,1215,UA,214,N646UA,238.0,251.0,201.0,61.0,74.0,SFO,ORD,1846,12.0,25.0,0,N,0,61.0,0.0,0.0,0.0,0.0
130988,2008,4,3,4,1531.0,1523,1729.0,1729,UA,1187,N403UA,118.0,126.0,103.0,0.0,8.0,SEA,SFO,679,5.0,10.0,0,N,0,,,,,
93413,2008,8,8,5,1235.0,1215,1313.0,1253,YV,2825,N37178,98.0,98.0,76.0,20.0,20.0,SLC,PHX,507,7.0,15.0,0,N,0,20.0,0.0,0.0,0.0,0.0
149580,2008,9,5,5,1258.0,1245,1525.0,1510,XE,2157,N11565,147.0,145.0,119.0,15.0,13.0,EWR,JAX,821,5.0,23.0,0,N,0,13.0,0.0,2.0,0.0,0.0
161871,2008,12,18,4,1658.0,1505,1810.0,1615,WN,2508,N627SW,72.0,70.0,49.0,115.0,113.0,LAS,SAN,258,2.0,21.0,0,N,0,0.0,0.0,11.0,0.0,104.0
197231,2008,12,3,3,1241.0,1235,1419.0,1405,WN,33,N473WN,98.0,90.0,81.0,14.0,6.0,MCI,DAL,461,3.0,14.0,0,N,0,,,,,
160702,2008,7,3,4,1047.0,1040,1250.0,1210,MQ,3186,N835AE,123.0,90.0,73.0,40.0,7.0,SJC,SAN,417,21.0,29.0,0,N,0,1.0,0.0,33.0,0.0,6.0
20377,2008,3,31,1,1318.0,1243,1555.0,1514,OH,5360,N658CA,157.0,151.0,132.0,41.0,35.0,DAB,LGA,896,11.0,14.0,0,N,0,35.0,0.0,6.0,0.0,0.0
173925,2008,2,3,7,1834.0,1618,209.0,22,US,51,N838AW,275.0,304.0,240.0,107.0,136.0,LAS,JFK,2248,11.0,24.0,0,N,0,107.0,0.0,0.0,0.0,0.0
19352,2008,8,26,2,1630.0,1616,1944.0,1725,EV,4611,N903EV,194.0,69.0,37.0,139.0,14.0,ATL,TLH,223,4.0,153.0,0,N,0,0.0,0.0,139.0,0.0,0.0
83356,2008,11,30,7,720.0,700,1025.0,1020,WN,2112,N288WN,125.0,140.0,115.0,5.0,20.0,OAK,ABQ,889,4.0,6.0,0,N,0,,,,,
15944,2008,5,20,2,1854.0,1840,2202.0,2155,MQ,4416,N851AE,128.0,135.0,106.0,7.0,14.0,ORD,HPN,738,3.0,19.0,0,N,0,,,,,
171295,2008,7,9,3,757.0,720,918.0,844,EV,4269,N759EV,81.0,84.0,61.0,34.0,37.0,ILM,ATL,377,15.0,5.0,0,N,0,34.0,0.0,0.0,0.0,0.0
101846,2008,2,17,7,1152.0,1105,1503.0,1420,WN,581,N375SW,131.0,135.0,116.0,43.0,47.0,ABQ,STL,934,4.0,11.0,0,N,0,0.0,0.0,0.0,0.0,43.0
49975,2008,5,15,4,1130.0,1120,1338.0,1355,AA,1464,N4WVAA,128.0,155.0,113.0,-17.0,10.0,AUS,ORD,978,5.0,10.0,0,N,0,,,,,
113079,2008,3,2,7,1145.0,1105,1348.0,1338,CO,259,N29717,183.0,213.0,164.0,10.0,40.0,DCA,IAH,1208,4.0,15.0,0,N,0,,,,,
24842,2008,12,1,1,2144.0,2040,2230.0,2133,FL,32,N287AT,106.0,113.0,84.0,57.0,64.0,ATL,MDW,590,6.0,16.0,0,N,0,0.0,0.0,0.0,0.0,57.0
122395,2008,5,15,4,638.0,600,915.0,852,YV,7176,N518LR,97.0,112.0,86.0,23.0,38.0,ORD,RDU,647,4.0,7.0,0,N,0,23.0,0.0,0.0,0.0,0.0
44092,2008,8,12,2,1028.0,1020,1203.0,1125,AA,1751,N524AA,95.0,65.0,69.0,38.0,8.0,DFW,SAT,247,7.0,19.0,0,N,0,0.0,0.0,30.0,0.0,8.0
196248,2008,6,9,1,639.0,630,701.0,700,MQ,4382,N505AE,82.0,90.0,55.0,1.0,9.0,CLE,ORD,316,18.0,9.0,0,N,0,,,,,
167499,2008,3,2,7,1440.0,1420,1558.0,1540,WN,2354,N772SW,138.0,140.0,114.0,18.0,20.0,FLL,BNA,793,5.0,19.0,0,N,0,8.0,0.0,0.0,0.0,10.0
108622,2008,12,17,3,1352.0,1236,1529.0,1426,OO,6048,N946SW,97.0,110.0,80.0,63.0,76.0,ELP,DEN,563,8.0,9.0,0,N,0,0.0,0.0,0.0,0.0,63.0
86253,2008,4,8,2,2022.0,2010,2252.0,2250,DL,718,N928DL,150.0,160.0,128.0,2.0,12.0,ATL,BOS,946,7.0,15.0,0,N,0,,,,,
124931,2008,8,11,1,1829.0,1815,1939.0,1925,MQ,3426,N617AE,70.0,70.0,48.0,14.0,14.0,TUL,DFW,237,12.0,10.0,0,N,0,,,,,
39697,2008,6,18,3,1547.0,1510,2132.0,2059,F9,516,N916FR,225.0,229.0,201.0,33.0,37.0,DEN,LGA,1619,7.0,17.0,0,N,0,33.0,0.0,0.0,0.0,0.0
80602,2008,7,29,2,2021.0,1832,2131.0,1930,YV,7264,N502MJ,70.0,58.0,28.0,121.0,109.0,MLI,ORD,139,31.0,11.0,0,N,0,121.0,0.0,0.0,0.0,0.0
169353,2008,6,24,2,959.0,930,1130.0,1055,MQ,3876,N902BC,91.0,85.0,69.0,35.0,29.0,JAN,DFW,408,12.0,10.0,0,N,0,0.0,0.0,6.0,0.0,29.0
144706,2008,5,28,3,1015.0,1005,1354.0,1359,CO,317,N14336,159.0,174.0,140.0,-5.0,10.0,IAH,PIT,1117,5.0,14.0,0,N,0,,,,,
106559,2008,1,17,4,2128.0,2010,2258.0,2145,MQ,3937,N826AE,90.0,95.0,77.0,73.0,78.0,ORD,SGF,438,2.0,11.0,0,N,0,0.0,22.0,0.0,0.0,51.0
48595,2008,7,23,3,1952.0,1745,2150.0,1845,WN,1640,N382SW,178.0,120.0,88.0,185.0,127.0,IAD,MDW,577,5.0,85.0,0,N,0,0.0,0.0,68.0,0.0,117.0
64758,2008,11,7,5,618.0,600,814.0,800,WN,1494,N490WN,56.0,60.0,43.0,14.0,18.0,LAS,PHX,256,4.0,9.0,0,N,0,,,,,
5369,2008,5,11,7,723.0,715,915.0,821,DL,1701,N975DL,112.0,66.0,89.0,54.0,8.0,SAV,ATL,215,1.0,22.0,0,N,0,0.0,8.0,46.0,0.0,0.0
184242,2008,2,1,5,1756.0,1745,1849.0,1837,YV,2762,N17231,113.0,112.0,88.0,12.0,11.0,PHX,RNO,601,5.0,20.0,0,N,0,,,,,
75591,2008,3,2,7,2000.0,1948,2126.0,2108,OO,6370,N969SW,86.0,80.0,61.0,18.0,12.0,ONT,SFO,363,7.0,18.0,0,N,0,0.0,0.0,0.0,0.0,18.0
125381,2008,6,30,1,1822.0,1815,1941.0,1937,XE,7756,N14570,79.0,82.0,60.0,4.0,7.0,LAX,SMF,373,4.0,15.0,0,N,0,,,,,
119245,2008,1,20,7,1929.0,1740,2034.0,1850,OO,5997,N760SK,185.0,190.0,169.0,104.0,109.0,OKC,LAX,1187,7.0,9.0,0,N,0,0.0,0.0,0.0,0.0,104.0
193934,2008,3,7,5,1936.0,1920,2059.0,2035,XE,427,N13553,83.0,75.0,52.0,24.0,16.0,SAN,FAT,314,4.0,27.0,0,N,0,0.0,0.0,8.0,0.0,16.0
99804,2008,2,29,5,2320.0,2229,120.0,2314,NW,1115,N315US,180.0,105.0,85.0,126.0,51.0,DTW,MSP,528,14.0,81.0,0,N,0,6.0,0.0,75.0,0.0,45.0
114232,2008,2,1,5,1001.0,900,1204.0,1050,WN,540,N694SW,63.0,50.0,32.0,74.0,61.0,MDW,IND,162,7.0,24.0,0,N,0,0.0,0.0,15.0,0.0,59.0
